;ISBN 13;Book title
1960;9780375422188;The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5)
1961;9780394735306;The Tale of Genji
1962;9781595820631;The Tale of Genji
1963;9784770027726;The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics)
1964;9780375422720;Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7)
1965;9780375422713;In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6)
1966;9783485009027;Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2)
1967;9783485009607;Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3)
1968;9780375422737;The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8)
1969;9781400034772;The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1)
1970;9780375758232;Paris to the Moon
1971;9781557130662;The Belly of Paris (Les Rougon-Macquart  #3)
1972;9780345441300;My Movie Business: A Memoir
1973;9780517146545;Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage
1974;9780839731948;The Headmaster's Papers
1975;9780345323880;Blade Runner
1976;9780590997300;The Android (Animorphs  #10)
1977;9780316491976;The Soul of a New Machine
1978;9780252062292;No Better Place to Die: The Battle Of Stones River
1979;9781842122914;Never Call Retreat
1980;9780618056811;The 42nd Parallel (U.S.A.  #1)
1981;9782070766031;U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette
1982;9780618056835;The Big Money (U.S.A.  #3)
1983;9780618056828;1919 (U.S.A.  #2)
1984;9780786838943;The King in the Window
1985;9780192835093;The Karamazov Brothers
1986;9780872201934;The Grand Inquisitor: with related chapters from The Brothers Karamazov
1987;9780140449266;The Count of Monte Cristo
1988;9780743487559;The Count of Monte Cristo
1989;9780375760303;The Count of Monte Cristo
1990;9780553212167;The Brothers Karamazov
1991;9780451530066;Crime and Punishment
1992;9780465014873;Crime and Punishment in American History
1993;9780805060164;Crime and Punishment in America
1994;9780764586552;Cliffsnotes on Dostoevsky's Crime and Punishment
1995;9780915144990;On Crimes and Punishments
1996;9780143058144;Crime and Punishment
1997;9780393096330;Crime and Punishment (Norton Critical Editions)
1998;9780761929949;The Politics of Injustice: Crime and Punishment in America
1999;9780385264587;The Beginning and the End
2000;9780140448924;The Black Tulip
2001;9780192836380;La Dame aux Camélias
2002;9780140449778;The Women's War
2003;9780812969634;The Knight of Maison-Rouge
2004;9780060586379;The Way the Crow Flies
2005;9780312997113;As the Crow Flies
2006;9780767902809;Under The Tuscan Sun - At Home In Italy
2007;9780785263708;Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality
2008;9780143036401;The Secret Life of Bees
2009;9780232521023;The Wounded Healer: Ministry in Contemporary Society
2010;9781594710872;The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step
2011;9780727891624;The Prodigal Son (Roger the Chapman  #15)
2012;9780060786502;The Poisonwood Bible
2013;9780571201754;The Poisonwood Bible
2014;9780060539092;How to Make Love Like a Porn Star: A Cautionary Tale
2015;9780312319731;Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy
2016;9780345478252;No Dominion (Joe Pitt  #2)
2017;9781590525937;Dominion (Ollie Chandler #2)
2018;9781585361618;O Is for Old Dominion: A Virginia Alphabet
2019;9781569714881;Dominion
2020;9780878937202;Essentials of Conservation Biology
2021;9781559636629;Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity
2022;9781405122498;Key Topics in Conservation Biology
2023;9780964991507;The Sawtooth Wolves
2024;9780062516374;Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul
2025;9780743222631;Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century
2026;9780785812142;The Complete Dream Dictionary
2027;9780618512652;Letters from Father Christmas
2028;9780618391110;The Silmarillion
2029;9780618057023;J.R.R. Tolkien: A Biography
2030;9780345345066;The Tolkien Reader
2031;9781887726092;Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings
2032;9780261102637;The Monsters and the Critics and Other Essays
2033;9780618391103;The Maps of Tolkien's Middle-earth
2034;9780664226107;The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth
2035;9780261102200;The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7)
2036;9780618574810;Tolkien and the Great War: The Threshold of Middle-earth
2037;9781587680267;Tolkien and C.S. Lewis: The Gift of a Friendship
2038;9780345375216;The Book of Lost Tales  Part One (The History of Middle-Earth  #1)
2039;9780007105045;Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth
2040;9780618260225;The Lord of the Rings: The Making of the Movie Trilogy
2041;9780345215505;Tolkien: A Look Behind The Lord of the Rings
2042;9781402516276;The Lord of the Rings (The Lord of the Rings  #1-3)
2043;9780679643418;Midnight in the Garden of Good and Evil
2044;9780140364545;Tom's Midnight Garden
2045;9780156031448;Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior
2046;9781930051157;God's Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures
2047;9780471468851;Lafayette
2048;9780671624972;My Pride and Joy: An Autobiography
2049;9780785113799;Runaways  Vol. 1: Pride and Joy
2050;9780373194865;Sky's Pride and Joy (Bachelor Gulch #8)
2051;9780263181494;The Baby Emergency (Tennengarrah Clinic #1)
2052;9780300062908;The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867
2053;9780879757458;The Basic Bakunin
2054;9780520240582;Berlioz: Servitude and Greatness  1832-1869 (Volume 2)
2055;9780805077810;The Nubian Prince
2056;9780312426217;Pardonable Lies (Maisie Dobbs  #3)
2057;9780802140180;Naked Lunch
2058;9780007204441;Naked Lunch: The Restored Text
2059;9780965079921;The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers
2060;9780743247542;The Glass Castle
2061;9781416916321;Same Sex in the City
2062;9780743456814;Sex and the City: Kiss and Tell
2063;9780375502262;Human Traces
2064;9780375704536;The Girl at the Lion d'Or
2065;9780099458265;Human Traces
2066;9780375705243;Founding Brothers: The Revolutionary Generation
2067;9780446611084;Suzanne's Diary for Nicholas
2068;9780349107868;Hitler's Willing Executioners: Ordinary Germans and the Holocaust
2069;9783442755004;Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust
2070;9780553587241;Beach Girls
2071;9780446612548;The Beach House
2072;9780778322948;The Beach House (Beach House #1)
2073;9780316969680;The Beach House
2074;9781416516316;Path of the Assassin (Scot Harvath  #2)
2075;9781560066231;Presidential Assassins (History Makers)
2076;9780393061239;The Blind Side: Evolution of a Game
2077;9780393315707;The Blind Watchmaker
2078;9780812969009;I Love Everybody (and Other Atrocious Lies)
2079;9780375760921;Autobiography of a Fat Bride: True Tales of a Pretend Adulthood
2080;9780375760914;The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life
2081;9780812969016;We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive
2082;9781400065011;There's a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes  Pageant Queens  and Big Trouble
2083;9783404149476;Anleitung zum Zickigsein
2084;9780425099995;The Psychology of Winning
2085;9781594972072;Jimmy Corrigan: El Chico más Listo del Mundo
2086;9781897299029;The Acme Novelty Library #17
2087;9780375422959;The Acme Novelty Library
2088;9781896597669;The Acme Novelty Datebook  Vol. 1  1986-1995
2089;9780224072656;Quimby The Mouse
2090;9780143039426;Candide: or  Optimism
2091;9781842430248;Even Cowgirls Get the Blues
2092;9780571169207;Even Cowgirls Get the Blues & My Own Private Idaho
2093;9780767901574;Awakening the Buddha Within: Eight Steps to Enlightenment
2094;9781400064700;Iran Awakening: A Memoir of Revolution and Hope
2095;645241001173;The Book of Awakening: Having the Life You Want by Being Present to the Life You Have
2096;9780609804247;Awakening Intuition: Using Your Mind-Body Network for Insight and Healing
2097;9780849911880;The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another
2098;9781557832450;Spring's Awakening
2099;9781573226325;Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self
2100;9780142437346;A Portrait of the Artist as a Young Man
2101;9780393926798;A Portrait of the Artist As a Young Man
2102;9789626343661;A Portrait of the Artist as a Young Man
2103;9780451530158;A Portrait of the Artist as a Young Man
2104;9780440419174;Vincent Van Gogh: Portrait of an Artist
2105;9781570421129;A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude
2106;9780061120091;One Hundred Years of Solitude
2107;9781857152234;One Hundred Years Of Solitude
2108;9780812971064;Reading Lolita in Tehran: A Memoir in Books
2109;9780679727293;The Annotated Lolita
2110;9780739322062;Lolita
2111;9780439269681;Nacho and Lolita
2112;9780007178483;Reading Lolita in Tehran
2113;9780060786809;sex.lies.murder.fame.
2114;9780452284241;Animal Farm
2115;9780394862545;Farm Animals (A Chunky Book)
2116;9780140283334;Lord of the Flies
2117;9780141184289;Good Soldier Svejk And His Fortunes In The World
2118;9781593082680;The Good Soldier
2119;9788445074879;Fahrenheit 451
2120;9780060872984;Next
2121;9780517084793;Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery
2122;9780451210630;A Case of Need
2123;9780517101353;A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead
2124;9780060509057;Travels
2125;9780606298230;Rising Sun
2126;9780060541811;The Andromeda Strain (Andromeda  #1)
2127;9780060541835;Congo
2128;9780060891565;Eaters of the Dead
2129;9780739340332;The Michael Crichton Collection: Airframe / The Lost World / Timeline
2130;9780307348135;Jurassic Park (Jurassic Park  #1)
2131;9780060092573;The Terminal Man
2132;9780345354648;Five Patients
2133;9780345409706;Twister
2134;9780192839190;Peter Pan and Other Plays
2135;9780131538412;Management Information Systems: Managing the Digital Firm
2136;9780060915438;Holy the Firm
2137;9780743284790;Persian Mirrors: The Elusive Face of Iran
2138;9780393977530;Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion
2139;9780451530097;Pygmalion & My Fair Lady
2140;9780394604800;Saint Joan/Major Barbara/Androcles and the Lion
2141;9780486282220;Pygmalion
2142;9780140437942;Plays Pleasant
2143;9781400047956;The Metamorphosis
2144;9781400052998;The Metamorphosis (Graphic Novel Adaptation)
2145;9780393967975;The Metamorphosis
2146;9781593080297;The Metamorphosis and Other Stories
2147;9780486290300;The Metamorphosis and Other Stories
2148;9780231118958;Antigone's Claim: Kinship Between Life and Death
2149;9780141439495;Gulliver's Travels
2150;9780192805348;Gulliver's Travels
2151;9781400102723;Gulliver's Travels
2152;9780794503291;Gulliver's Travels
2153;9781402726620;Gulliver's Travels
2154;9781844560349;Gulliver's Travels
2155;9780060838744;Ahab's Wife  or The Star-Gazer
2156;9780007204496;Fear and Loathing in Las Vegas
2157;9780446698221;Fear and Loathing on the Campaign Trail '72
2158;9780446313933;Fear and Loathing in Las Vegas
2159;9780684873169;Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976
2160;9780822013549;Cliffsnotes on Beckett's Waiting for Godot and Other Plays
2161;9780143038092;The Joy Luck Club
2162;9780679882817;Dr. Seuss's ABC
2163;9780394800912;Dr. Seuss's Sleep Book
2164;9780394800769;Happy Birthday to You!
2165;9780394800837;McElligot's Pool
2166;9780679891116;The Cat in the Hat
2167;9780679800033;Horton Hears a Who!
2168;9780394844848;The 500 Hats of Bartholomew Cubbins
2169;9780007175222;Oh Say Can You Say?
2170;9780679889106;The Lorax
2171;9780007158515;I Can Read With My Eyes Shut!
2172;9781930332355;¡Horton escucha a quién!
2173;9780807218730;The Cat in the Hat and Other Dr. Seuss Favorites
2174;9780679867128;Daisy-Head Mayzie
2175;9781565847040;Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel
2176;9780375834967;Dr. Seuss's ABC (Book & CD)
2177;9780865164710;Cattus Petasatus: The Cat in the Hat in Latin
2178;9780007169979;Ten Apples Up On Top!
2179;9780062516596;The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods
2180;9780141185262;Pale Fire
2181;9780691089577;Nabokov's Pale Fire: The Magic of Artistic Discovery
2182;9781883011192;Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay
2183;9780747553465;A Friend of the Earth
2184;9781400078431;The Year of Magical Thinking
2185;9780940322783;Seduction and Betrayal: Women and Literature
2186;9780679745396;After Henry
2187;9788520918869;O Ano do Pensamento Mágico
2188;9780740720123;Another Day in Paradise: The Fourth Sherman's Lagoon Collection
2189;9780740721946;Another Day in Cubicle Paradise
2190;9780140620627;Moby Dick
2191;9780142000083;Moby-Dick
2192;9780679783275;"Moby-Dick; or  The Whale"
2193;9780810119116;Moby Dick  or The Whale
2194;9780385492164;The Girl in the Flammable Skirt
2195;9781844670222;Planet of Slums
2196;9781859843826;Late Victorian Holocausts: El Niño Famines and the Making of the Third World
2197;9781931859356;No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border
2198;9780743265690;Days Between Stations
2199;9780752864327;The Bourne Identity (Jason Bourne  #1)
2200;9780140307375;Little Plum
2201;9780064405447;Betsy's Wedding (Betsy-Tacy  #10)
2202;9780064405454;Betsy and the Great World (Betsy-Tacy  #9)
2203;9780064400992;Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3)
2204;9780971316829;Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series
2205;9780873512695;Early Candlelight
2206;9780064405461;Betsy and Joe (Betsy-Tacy  #8)
2207;9780064405478;Betsy Was a Junior (Betsy-Tacy  #7)
2208;9780690134490;Betsy and Tacy Go Downtown (Betsy-Tacy  #4)
2209;9780064408585;Emily of Deep Valley (Deep Valley  #2)
2210;9780064400961;Betsy-Tacy (Betsy-Tacy  #1)
2211;9781416916178;Five Little Peppers and How They Grew (Five Little Peppers  #1)
2212;9780440400356;Five Little Peppers at School
2213;9780929093093;All-of-a-Kind Family Uptown (All-of-a-Kind-Family  #4)
2214;9780385732956;All-of-a-Kind Family (All-of-a-Kind-Family  #1)
2215;9780020419709;Winter Cottage
2216;9780688320140;Eddie's Valuable Property
2217;9780765316110;Empire (Empire  #1)
2218;9780765309044;Treason
2219;9780765347985;First Meetings in Ender's Universe (Ender's Saga  #0.5)
2220;9780765341174;Sarah (Women of Genesis  #1)
2221;9780765341297;Rachel & Leah (Women of Genesis  #3)
2222;9780898794168;How to Write Science Fiction and Fantasy
2223;9780312876067;Saints
2224;9780061093999;Homebody
2225;9780765341280;Rebekah (Women of Genesis  #2)
2226;9780812550757;Speaker for the Dead (Ender's Saga  #2)
2227;9780812524260;Red Prophet (Tales of Alvin Maker  #2)
2228;9780812532616;The Call of Earth (Homecoming  #2)
2229;9781593974800;Shadow of the Hegemon (Shadow  #2)
2230;9780345482402;Enchantment
2231;9780399245497;Voyage of Slaves (Flying Dutchman  #3)
2232;9780399242083;High Rhulain (Redwall  #18)
2233;9780142501528;Salamandastron (Redwall  #5)
2234;9780142501092;The Legend of Luke (Redwall  #12)
2235;9781862301382;Redwall (Redwall  #1)
2236;9780142501184;Castaways of the Flying Dutchman (Flying Dutchman  #1)
2237;9780142401422;Outcast of Redwall (Redwall  #8)
2238;9780142402481;Triss (Redwall  #15)
2239;9780142401989;A Redwall Winter's Tale
2240;9780843174205;Mr. Impossible
2241;9780843121100;Mr. Christmas
2242;9780843178388;Mr. Bump
2243;9780843121315;Little Miss Birthday
2244;9780843175042;Little Miss Lucky
2245;9781405211994;Mr. Happy
2246;9780843124927;Mr. Jelly and the Pirates
2247;9780679801245;Grandma Baa (Easy Peasy People)
2248;9780679801153;Bill Buzz
2249;9780679801252;Gary Grizzle
2250;9780679801269;Charlie Oink
2251;9782010189142;Madame Je-Sais-Tout
2252;9780385074575;The Poppy Seed Cakes
2253;9780689707490;Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1)
2254;9780689305641;The Wind Thief
2255;9781595191359;Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD
2256;9780060753108;Beauty
2257;9780142302330;A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3)
2258;9780441012398;Deerskin
2259;9780515138818;Sunshine
2260;9780441005833;Rose Daughter
2261;9780698119604;The Door in the Hedge
2262;9780152000172;The Stone Fey
2263;9780451528827;Anne of Green Gables (Anne of Green Gables  #1)
2264;9781419326967;Anne of Green Gables
2265;9780553560688;The Road to Yesterday (Anne of Green Gables  #9)
2266;9780448400631;Anne of Avonlea
2267;9780679729976;The Stories of Vladimir Nabokov
2268;9780141185873;The Gift
2269;9780156027755;Lectures on Literature
2270;9781883011185;Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory
2271;9780691024714;The American Years
2272;9780811216746;Laughter in the Dark
2273;9780679727224;The Luzhin Defense
2274;9780312353261;A Woman of Substance (Emma Harte Saga #1)
2275;9780312354602;The Ravenscar Dynasty (Ravenscar  #1)
2276;9780972167482;Dark Birthright
2277;9780743471220;Birthright (Diablo: The Sin War  #1)
2278;9780060278427;Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder
2279;9781400307845;Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1)
2280;9781400307852;Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2)
2281;9780060724917;A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America
2282;9780060885526;Laura Ingalls Wilder: A Biography
2283;9780064400817;West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11)
2284;9780064461962;The Laura Ingalls Wilder Country Cookbook
2285;9781400307869;Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3)
2286;9781400082797;The Laughing Jesus: Religious Lies and Gnostic Wisdom
2287;9780226505367;The Erotic Phenomenon
2288;9780810117495;The Phenomenon of Life: Toward a Philosophical Biology
2289;9780064407144;Down to the Bonny Glen (Little House: The Martha Years  #3)
2290;9780380016365;Laura: The Life of Laura Ingalls Wilder
2291;9780064433730;Winter Days in the Big Woods
2292;9780060565091;The First Four Years (Little House  #9)
2293;9780064406925;Winter on the Farm
2294;9780064434973;Summertime in the Big Woods
2295;9780064409902;Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years
2296;9780385325332;Laura Ingalls Wilder's Fairy Poems
2297;9781558491229;Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder
2298;9780060565084;These Happy Golden Years (Little House  #8)
2299;9780060885380;Farmer Boy (Little House  #2)
2300;9780060885434;Little Town on the Prairie  (Little House  #7)
2301;9780064420815;Christmas Stories (Little House Chapter Books: Laura  #10)
2302;9780064462044;My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's
2303;9780064434874;Christmas in the Big Woods
2304;9780060885427;The Long Winter (Little House  #6)
2305;9780064434942;A Little House Birthday
2306;9780064434980;The Deer in the Wood
2307;9780060885458;The First Four Years  (Little House  #9)
2308;9780064460903;The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories
2309;9780060885397;Little House on the Prairie (Little House  #3)
2310;9780064401586;Let the Hurricane Roar
2311;9780060885373;Little House in the Big Woods (Little House  #1)
2312;9780789422132;Flowers (Eyewitness Explorers)
2313;9780756616342;Animal: The Definitive Visual Guide to the World's Wildlife
2314;9780786864027;The Making Of Disney's Animal Kingdom Theme Park
2315;9789707705739;El Reino Animal
2316;9780789458209;Tree (Eyewitness Books)
2317;9780783548814;Insects & Spiders
2318;9780375875267;The Prophet of Yonwood
2319;9780060598976;Muhammad: A Prophet for Our Time
2320;9781581345261;Prophet
2321;9780922729364;Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality)
2322;9780385410786;Hailstones and Halibut Bones
2323;9781857151374;The Second Sex
2324;9780099744214;The Second Sex
2325;9780807011010;The Church and the Second Sex
2326;9780195181302;Thomas Jefferson (Oxford Portraits)
2327;9781557091840;The Jefferson Bible: The Life and Morals of Jesus of Nazareth
2328;9780448431451;Who Was Thomas Jefferson?
2329;9780345427052;The Man Who Listens to Horses
2330;9780399154003;Under Orders (Sid Halley  #4)
2331;9780425194980;For Kicks
2332;9780425201916;Forfeit
2333;9780425194973;Dead Cert
2334;9780425210765;Rat Race
2335;9780425206959;Reflex
2336;9780425199381;Decider
2337;9780425196731;Slay Ride
2338;9780425208854;Bonecrack
2339;9780515123463;Nerve
2340;9780425199930;Break In (Kit Fielding  #1)
2341;9780425199169;Blood Sport
2342;9780425208465;Straight
2343;9780425197455;10 lb Penalty
2344;9780425199831;Trial Run
2345;9780425196748;Wild Horses
2346;9780425194997;Field of Thirteen
2347;9780449221396;Driving Force
2348;9780515125603;Flying Finish
2349;9780425202883;Bolt (Kit Fielding  #2)
2350;9780425207185;Come to Grief (Sid Halley  #3)
2351;9780425197059;Enquiry
2352;9780425198001;Odds Against (Sid Halley  #1)
2353;9780718132385;Banker
2354;9780425203545;Whip Hand (Sid Halley  #2)
2355;9780449213308;A Jockey's Life: The Biography of Lester Piggott
2356;9780449220498;The Dick Francis Treasury of Great Racing Stories
2357;9780399143069;Come to Grief / Decider / Wild Horses
2358;9780515125511;Odds Against
2359;9780399244919;Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!
2360;9781861979339;Talk to the Hand: The Utter Bloody Rudeness of Everyday Life
2361;9780778801467;The Spice and Herb Bible
2362;9780393325171;Master and Commander (Aubrey/Maturin   #1)
2363;9780393325539;The Making of Master and Commander: The Far Side of the World
2364;9780786177837;The Ionian Mission (Aubrey/Maturin  #8)
2365;9780060584085;Her Master and Commander (Just Ask Reeves  #1)
2366;9780415936842;Strange Sounds: Music  Technology & Culture
2367;9781582432908;Stanley Park
2368;9780385337632;Crow Lake
2369;9780312861872;Xenocide (Ender's Saga  #3)
2370;9780786712342;The Life of Sir Arthur Conan Doyle
2371;9780142002728;The Lost World (TV Tie-in)
2372;9788497643658;Las aventuras de Sherlock Holmes
2373;9780553383539;Wild Ducks Flying Backward
2374;9780684845777;Unlimited Power: The New Science Of Personal Achievement
2375;9780721601946;Robbins and Cotran Review of Pathology
2376;9780553379334;Fierce Invalids Home from Hot Climates
2377;9781842430354;Jitterbug Perfume
2378;9780345418906;Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3)
2379;9780330491235;So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4)
2380;9780739332078;The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2)
2381;9782290053652;Starship Titanic
2382;9780330491198;The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1)
2383;9780517599242;The Illustrated Hitchhiker's Guide To The Galaxy
2384;9782864603498;Margaret Atwood: The Handmaid's Tale
2385;9780385517218;Point to Point Navigation
2386;9781594865671;An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It
2387;9780140260892;Palimpsest
2388;9780375708763;Lincoln
2389;9780375708732;Burr
2390;9780375758737;Comfort Me with Apples: More Adventures at the Table
2391;9780965193771;Comfort Me With Apples
2392;9780684852560;The Last Temptation of Christ
2393;9780373692286;Her Last Temptation
2394;9780312936914;The Last Temptation (Tony Hill & Carol Jordan  #3)
2395;9780571178568;The Last Temptation
2396;9781844080083;Desert Dawn
2397;9780688172374;Desert Flower
2398;9781844082520;Desert Children
2399;9782226135513;L'Aube du désert
2400;9780582435674;The Beach
2401;9780091881801;The Weekenders: Travels in the Heart of Africa
2402;9780307264558;I Feel Bad About My Neck: And Other Thoughts on Being a Woman
2403;9780345487421;Feel the Fear . . . and Do It Anyway
2404;9780789488770;Touch & Feel: Animals Boxed Set
2405;9780060245603;Today I Feel Silly  Other Moods That Make My Day
2406;9780789479310;My First Word Touch and Feel
2407;9780807588970;When I Feel Angry
2408;9780786818723;Violet's House: A Giant Touch-and-Feel Book (Baby Einstein)
2409;9780061131523;The White Masai
2410;9780439401876;The Story of a Seagull and the Cat Who Taught Her to Fly
2411;9788439710097;Ahora sabréis lo que es correr
2412;9780486428406;The Burgess Bird Book for Children
2413;9780486437453;The Burgess Animal Book for Children
2414;9780486280233;The Adventures of Jimmy Skunk
2415;9780393315080;The Wanting Seed
2416;9780141182605;A Clockwork Orange
2417;9780140274097;A Clockwork Orange
2418;9783453164130;Clockwork Orange
2419;9780413735904;A Clockwork Orange (Stage Play)
2420;9780786706310;One Hand Clapping
2421;9780393316025;The Doctor is Sick
2422;9780099468646;Earthly Powers
2423;9780552771238;Past Mortem
2424;9780552771832;This Other Eden
2425;9780805079135;Saint-Exupéry
2426;9782070513284;Le Petit Prince
2427;9780743477109;Macbeth
2428;9780812035711;Macbeth
2429;9780446606981;Death of a Scriptwriter (Hamish Macbeth  #14)
2430;9780446614894;Death of a Poison Pen (Hamish Macbeth  #19)
2431;9780446614726;Death of an Outsider (Hamish Macbeth  #3)
2432;9780764586026;Cliffs Notes on Shakespeare's Macbeth
2433;9780446608282;Death of an Addict (Hamish Macbeth  #15)
2434;9780060088743;A Year in the Life of William Shakespeare: 1599
2435;9780448439044;Who Was William Shakespeare?
2436;9780517209486;Planet of the Apes
2437;9780060086213;Planet of the Apes: Colony
2438;9781569716687;Planet of the Apes  Volume 1: Old Gods
2439;9780060086206;Planet of the Apes: The Fall
2440;9780345251671;Return to the Planet of the Apes #2: Escape from Terror Lagoon
2441;9780345251220;Return to the Planet of the Apes:  Visions from Nowhere
2442;9781840233803;Planet of the Apes: The Human War
2443;9780891901631;Battle for the Planet of the Apes
2444;9780307346605;World War Z: An Oral History of the Zombie War
2445;9780375759239;The War of the Worlds
2446;9780805076233;The Second World War: A Complete History
2447;9780688085872;A Short History of World War II
2448;9780517052259;The Complete Science Fiction Treasury of H.G. Wells
2449;9780486215310;Best Science Fiction Stories of H. G. Wells
2450;9780439574273;The Invisible Man
2451;9780451528018;The Hound of the Baskervilles
2452;9789626343340;The Hound of the Baskervilles (Sherlock Holmes  #5)
2453;9780763630645;The Hound of the Baskervilles
2454;9781596792500;Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics)
2455;9781401301958;Jamie's Italy
2456;9781401301941;Jamie's Dinners: The Essential Family Cookbook
2457;9780316016650;The Lake of Souls (Cirque du Freak #10)
2458;9780439286060;Freak the Mighty (Freak The Mighty  #1)
2459;9780142002261;Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players
2460;9780316905749;Vampire Mountain (Cirque Du Freak  #4)
2461;9781577780724;Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1)
2462;9780316000956;Trials of Death (Cirque Du Freak  #5)
2463;9780446695602;Sister Freaks: Stories of Women Who Gave Up Everything for God
2464;9781560258018;Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories
2465;9780226063126;Freak Show: Presenting Human Oddities for Amusement and Profit
2466;9781577782087;Live Like a Jesus Freak: Spend Today as If It Were Your Last
2467;9780823016624;Freaks!: How to Draw Fantastic Fantasy Creatures
2468;9780976249870;Jesus Freaks
2469;9781588993007;Category: Freaks  Vol. 1 (Category: Freaks  #1)
2470;9781583227206;Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws
2471;9780767916035;Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems
2472;9780806527284;I Hope They Serve Beer in Hell (Tucker Max  #1)
2473;9780316779234;Holidays on Ice
2474;9781592289448;The Long Walk: The True Story of a Trek to Freedom
2475;9780451196712;The Long Walk
